"film_id","year","length","budget","votes","genre","rating","hagh_rating","log_votes","high_rating"
21411,1995,101,17,3711,"Comedy",1.8,0,8.2190566610606,0
23339,1987,97,12.1,48,"Action",3.7,0,3.87120101090789,0
54822,1953,67,11.7,23,"Action",3.7,0,3.13549421592915,0
36926,1940,10,9.1,6,"Documentary",8,1,1.79175946922805,1
47033,1941,64,9,20,"Drama",5.1,0,2.99573227355399,0
5201,1989,102,13.1,5,"Drama",5.5,0,1.6094379124341,0
44340,1985,186,11.5,37,"Drama",2.1,0,3.61091791264422,0
48431,1999,73,12.3,54,"Documentary",7.9,1,3.98898404656427,1
27033,1978,37,14.7,36,"Short",7.5,1,3.58351893845611,1
23834,1981,83,12.3,8,"Action",4.3,0,2.07944154167984,0
52096,2003,104,6,106,"Documentary",4.6,0,4.66343909411207,0
52166,1987,98,11.7,9,"Action",5.1,0,2.19722457733622,0
51555,1932,79,9.6,13,"Comedy",8.2,1,2.56494935746154,1
7756,1996,107,11.4,164,"Comedy",4.4,0,5.0998664278242,0
27524,2000,10,12.8,18,"Short",7.6,1,2.89037175789616,1
38235,2000,86,10.7,12,"Action",2.7,0,2.484906649788,0
35114,1999,124,9.5,2348,"Drama",4.2,0,7.76131918094799,0
44558,1942,43,8.9,213,"Animation",8.6,1,5.36129216570943,1
27435,1983,141,6.7,32,"Comedy",5.2,0,3.46573590279973,0
38222,2001,97,9,11,"Action",4.2,0,2.39789527279837,0
46467,1939,77,11.4,8,"Comedy",7,0,2.07944154167984,0
42220,1999,93,10.1,50,"Comedy",7.4,1,3.91202300542815,1
45472,1992,90,11.4,85,"Drama",4.7,0,4.44265125649032,0
58781,2001,13,9.9,7,"Animation",2.4,0,1.94591014905531,0
11658,1999,99,9.9,152,"Action",3.7,0,5.02388052084628,0
49875,1957,130,9.3,291,"Drama",2.6,0,5.67332326717149,0
30457,1954,76,9.3,18,"Action",4.2,0,2.89037175789616,0
38465,2001,96,12.3,46,"Action",4.8,0,3.8286413964891,0
19625,1955,67,11.6,7,"Drama",5,0,1.94591014905531,0
21604,1957,17,9.1,25,"Comedy",7.5,1,3.2188758248682,1
4304,1948,7,12,7,"Animation",8.1,1,1.94591014905531,1
1899,1942,7,6.2,9,"Animation",7.5,1,2.19722457733622,1
25284,1991,127,12.2,1246,"Drama",5,0,7.1276936993474,0
15847,1999,25,12.9,19,"Comedy",7.9,1,2.94443897916644,1
21793,2002,105,15,384,"Drama",2.7,0,5.95064255258773,0
54159,1988,171,6.5,5228,"Drama",4.8,0,8.56178407474411,0
15219,2004,200,10.8,76,"Drama",4.3,0,4.33073334028633,0
56461,2004,73,17.4,31,"Action",8.3,1,3.43398720448515,1
14651,1978,108,11.1,50,"Drama",4.9,0,3.91202300542815,0
58084,1982,114,11.8,543,"Drama",4.4,0,6.29710931993394,0
40245,2003,3,5.9,8,"Drama",5.4,0,2.07944154167984,0
33387,1934,8,9.4,9,"Animation",8,1,2.19722457733622,1
19066,1999,103,8.7,397,"Comedy",4.4,0,5.98393628068719,0
2580,1998,86,10.1,73,"Action",3.6,0,4.29045944114839,0
53379,1996,108,11.8,1030,"Comedy",3.4,0,6.93731408122368,0
36720,1958,86,11.3,22,"Drama",4.3,0,3.09104245335832,0
24959,1992,120,14.2,18,"Action",4.9,0,2.89037175789616,0
51001,1998,10,12.5,21,"Short",7.3,1,3.04452243772342,1
26798,1975,100,12.4,33,"Action",4.4,0,3.49650756146648,0
47555,1962,87,10.5,12,"Action",4.1,0,2.484906649788,0
23768,1972,84,12.6,7,"Comedy",7.7,1,1.94591014905531,1
44016,1953,88,18.3,23,"Action",8,1,3.13549421592915,1
45542,2002,104,7.7,9481,"Comedy",4.1,0,9.15704507491796,0
10577,1967,107,12.3,17,"Action",3.6,0,2.83321334405622,0
5524,1930,17,15.4,14,"Comedy",7.9,1,2.63905732961526,1
21861,1921,131,10.6,31,"Drama",5,0,3.43398720448515,0
50039,1996,86,10.2,217,"Comedy",7.5,1,5.37989735354046,1
29507,1989,78,11.9,926,"Comedy",8.1,1,6.83087423464618,1
53141,1965,25,14.6,12,"Drama",8.1,1,2.484906649788,1
29930,1951,91,10.1,42,"Drama",4.7,0,3.73766961828337,0
7468,1951,96,16,63,"Drama",3.7,0,4.14313472639153,0
41001,2004,3,6.8,5,"Animation",8,1,1.6094379124341,1
46323,1998,90,12.1,28,"Comedy",8,1,3.3322045101752,1
17021,1979,104,7.3,12,"Drama",4.8,0,2.484906649788,0
49114,1991,108,10.9,210,"Action",5.4,0,5.34710753071747,0
54651,1967,79,8.3,17,"Action",4.4,0,2.83321334405622,0
31823,1981,120,17.7,69,"Drama",4.4,0,4.23410650459726,0
44801,1984,127,14.1,9,"Action",3.1,0,2.19722457733622,0
5917,1938,66,11.9,6,"Action",3.6,0,1.79175946922805,0
3259,1910,16,11.3,5,"Drama",7.3,1,1.6094379124341,1
1793,1990,87,11.8,126,"Comedy",4.2,0,4.83628190695148,0
5911,1995,93,12,166,"Romance",4.3,0,5.11198778835654,0
23785,1970,90,11,42,"Action",4,0,3.73766961828337,0
158,1998,86,10.9,46,"Drama",4.7,0,3.8286413964891,0
49125,1957,88,9.8,30,"Drama",4.3,0,3.40119738166216,0
401,2000,83,13.5,12,"Action",3.9,0,2.484906649788,0
8280,1948,111,13.1,785,"Drama",4.1,0,6.66568371778241,0
6706,1992,116,11.8,6,"Drama",4.7,0,1.79175946922805,0
25165,1941,90,9.7,308,"Comedy",4.8,0,5.73009978297357,0
49814,1941,90,14.4,2896,"Comedy",5.2,0,7.97108575350561,0
33519,1947,85,15.1,17,"Drama",2.9,0,2.83321334405622,0
17635,1979,110,13,15,"Comedy",8.6,1,2.70805020110221,1
1083,1939,58,15.1,29,"Drama",5,0,3.36729582998647,0
40661,2003,105,12.5,14,"Drama",5,0,2.63905732961526,0
8818,1959,86,10.2,259,"Comedy",4.8,0,5.55682806169954,0
29578,1976,92,14.8,9,"Drama",3.4,0,2.19722457733622,0
1594,1940,7,14.4,22,"Animation",7.3,1,3.09104245335832,1
32677,1987,132,12.4,1877,"Drama",4.8,0,7.53743003658651,0
24729,1984,91,11.1,1426,"Action",8.1,1,7.26262860097424,1
27987,1956,105,10.4,14,"Romance",4.4,0,2.63905732961526,0
38764,1987,100,8.6,18,"Action",4,0,2.89037175789616,0
31658,1968,117,14.9,215,"Action",4.5,0,5.37063802812766,0
53611,1958,98,12.7,112,"Comedy",7.3,1,4.71849887129509,1
27807,1999,23,13.9,32,"Short",7.7,1,3.46573590279973,1
44675,1997,104,9,172,"Action",4.4,0,5.14749447681345,0
18860,1943,74,8.6,550,"Action",3.6,0,6.30991827822652,0
49257,1973,86,12.2,29,"Drama",4.3,0,3.36729582998647,0
9089,1996,110,10,317,"Drama",4.2,0,5.75890177387728,0
3475,1952,85,11.2,22,"Drama",4.3,0,3.09104245335832,0
21092,1990,100,8.4,8,"Drama",3.5,0,2.07944154167984,0
2030,1979,112,11.8,249,"Drama",6,0,5.51745289646471,0
7926,1939,70,14.6,16,"Drama",4.2,0,2.77258872223978,0
16517,1997,93,7.4,9,"Action",3.7,0,2.19722457733622,0
35311,2002,92,15.2,2244,"Action",4.6,0,7.71601526664259,0
4854,1950,6,13.2,38,"Animation",8,1,3.63758615972639,1
11941,1987,113,13.5,66,"Documentary",7.8,1,4.18965474202643,1
43165,1965,92,10.4,33,"Drama",3.7,0,3.49650756146648,0
6204,1998,88,12.6,18,"Drama",3.7,0,2.89037175789616,0
1205,2000,87,14.5,6,"Drama",6.1,0,1.79175946922805,0
20917,1964,83,9.3,324,"Action",4.2,0,5.78074351579233,0
7403,1998,89,13.4,4449,"Comedy",7.3,1,8.40043463080604,1
34495,1940,100,13.4,456,"Drama",3.5,0,6.12249280951439,0
9763,1941,6,15.4,6,"Animation",8.1,1,1.79175946922805,1
16168,2003,27,11.9,6,"Comedy",8,1,1.79175946922805,1
42066,1951,7,14,175,"Animation",7.6,1,5.16478597392351,1
31465,1954,114,17.8,9,"Drama",4.8,0,2.19722457733622,0
53717,1934,91,14.5,446,"Comedy",7.6,1,6.10031895202006,1
43630,1997,105,9.3,685,"Drama",4.1,0,6.52941883826223,0
4264,1999,12,12.2,10,"Action",7.6,1,2.30258509299405,1
35579,1959,73,12.2,8,"Action",3.5,0,2.07944154167984,0
34158,1984,48,13,68,"Comedy",8.1,1,4.21950770517611,1
1274,1993,139,13,6049,"Drama",3.5,0,8.70764824810691,0
38018,1968,104,12.5,32,"Comedy",8.5,1,3.46573590279973,1
44474,2000,90,11.5,31,"Drama",3.2,0,3.43398720448515,0
15568,2003,84,8.8,14,"Documentary",7.8,1,2.63905732961526,1
56652,1998,91,16.5,88,"Drama",4,0,4.47733681447821,0
20909,1933,220,9.5,7,"Action",1.8,0,1.94591014905531,0
20584,1987,5,7.6,24,"Animation",7.8,1,3.17805383034795,1
23187,1915,15,10.7,61,"Short",8.4,1,4.11087386417331,1
566,1977,101,9.7,14,"Comedy",4,0,2.63905732961526,0
16071,1969,97,16.2,6,"Action",8.1,1,1.79175946922805,1
10092,1999,126,18.3,18950,"Drama",3,0,9.84955921051057,0
44421,1931,73,9.8,49,"Drama",3.5,0,3.89182029811063,0
24175,1977,90,13,167,"Action",3.3,0,5.11799381241676,0
33488,1982,88,11.7,2101,"Comedy",3.3,0,7.650168700845,0
21431,2005,10,15.2,5,"Animation",8.1,1,1.6094379124341,1
37604,1935,8,12.9,14,"Animation",7.4,1,2.63905732961526,1
6585,2003,3,11.9,5,"Short",7.8,1,1.6094379124341,1
27556,1976,90,11.3,80,"Comedy",4.2,0,4.38202663467388,0
1559,2004,175,5.3,11254,"Drama",3.4,0,9.32847889999322,0
56571,1931,18,15.3,5,"Comedy",8.5,1,1.6094379124341,1
20795,1969,91,15.4,104,"Action",1.5,0,4.64439089914137,0
27112,1999,115,10.5,610,"Comedy",6.2,0,6.41345895716736,0
52451,1986,96,13,18,"Action",6.3,0,2.89037175789616,0
54894,2002,94,13.5,7799,"Comedy",7.8,1,8.9617507993305,1
14432,1961,115,13.4,165,"Comedy",8,1,5.10594547390058,1
43524,1968,94,9.5,7,"Action",3.8,0,1.94591014905531,0
40823,1956,92,18.4,9,"Drama",2.6,0,2.19722457733622,0
12735,1977,78,15.7,15,"Action",8.6,1,2.70805020110221,1
46372,1945,56,15,13,"Action",3.7,0,2.56494935746154,0
14845,1990,112,6.8,58,"Action",3.6,0,4.06044301054642,0
28661,1995,60,6.9,7,"Documentary",3,0,1.94591014905531,0
8103,1993,89,16.4,1323,"Comedy",7.6,1,7.18765716411496,1
7029,1956,88,11.2,26,"Drama",3.5,0,3.25809653802148,0
5861,1940,94,14.2,61,"Drama",4.9,0,4.11087386417331,0
43153,1957,73,13.4,19,"Action",3.2,0,2.94443897916644,0
6675,1999,88,15.5,169,"Comedy",8,1,5.12989871492307,1
14306,1949,8,12.3,35,"Animation",8.4,1,3.55534806148941,1
12917,1988,94,16.3,7,"Action",8.2,1,1.94591014905531,1
48032,2004,98,17.5,399,"Comedy",8.1,1,5.98896141688986,1
34041,1965,103,8.9,19,"Comedy",2.9,0,2.94443897916644,0
57181,1953,30,10.5,10,"Short",8.3,1,2.30258509299405,1
10972,1968,69,4.6,15,"Action",3.3,0,2.70805020110221,0
31749,1997,98,18.4,251,"Drama",2.4,0,5.52545293913178,0
44526,2001,12,20,14,"Action",8.6,1,2.63905732961526,1
28033,1997,94,10,11,"Action",3.6,0,2.39789527279837,0
4209,1996,82,17.1,5,"Action",7.7,1,1.6094379124341,1
34910,1995,120,7.7,24,"Comedy",3.4,0,3.17805383034795,0
40010,1991,92,13.9,26,"Comedy",8.1,1,3.25809653802148,1
27452,1965,91,12.1,12,"Drama",5.3,0,2.484906649788,0
17960,1996,101,6,1043,"Comedy",4.3,0,6.94985645500077,0
20615,1989,104,15.4,278,"Action",4.4,0,5.62762111369064,0
45318,1995,104,9.1,119,"Comedy",4.5,0,4.77912349311153,0
2939,1999,95,8.2,15,"Action",4.7,0,2.70805020110221,0
43416,1993,80,11.1,68,"Comedy",7.4,1,4.21950770517611,1
11561,1985,107,7.9,771,"Comedy",3.7,0,6.64768837356333,0
45235,1948,111,14,161,"Action",3.2,0,5.08140436498446,0
39832,1932,78,5.7,14,"Comedy",4.8,0,2.63905732961526,0
24282,1968,92,9.9,51,"Action",3.7,0,3.93182563272433,0
9823,1932,25,15.6,125,"Comedy",8.9,1,4.8283137373023,1
40894,1947,108,12.1,250,"Action",4.5,0,5.52146091786225,0
5675,1995,86,14.4,123,"Comedy",8,1,4.81218435537242,1
14019,1995,107,11.1,65,"Comedy",3.1,0,4.17438726989564,0
32874,1977,85,14.2,41,"Action",3.7,0,3.71357206670431,0
46350,2003,74,13,31,"Drama",8.2,1,3.43398720448515,1
43515,1937,97,8,18,"Drama",4.2,0,2.89037175789616,0
27998,1931,76,14,5,"Action",4.2,0,1.6094379124341,0
38970,1978,107,11.6,401,"Drama",6.1,0,5.99396142730657,0
26392,1992,95,12.1,276,"Comedy",5.3,0,5.62040086571715,0
40660,1998,98,12,5,"Comedy",9,1,1.6094379124341,1
34308,1964,64,9.5,279,"Action",4.6,0,5.63121178182137,0
18825,1955,80,10.6,112,"Comedy",7.9,1,4.71849887129509,1
20174,1982,100,7.1,27,"Comedy",3.1,0,3.29583686600433,0
50273,1973,85,10.6,35,"Action",4.2,0,3.55534806148941,0
9983,1997,72,10.3,86,"Animation",2.7,0,4.45434729625351,0
39248,1984,22,10.4,8,"Comedy",8.2,1,2.07944154167984,1
23356,1947,17,11.7,60,"Comedy",8.2,1,4.0943445622221,1
57590,1988,102,12.6,495,"Drama",5.7,0,6.20455776256869,0
4649,2003,52,11.7,19,"Documentary",8.3,1,2.94443897916644,1
20772,2000,87,15.4,137,"Drama",4.5,0,4.91998092582813,0
6677,2000,90,13.5,80,"Drama",4.6,0,4.38202663467388,0
31209,2001,102,13.9,18,"Action",5.2,0,2.89037175789616,0
21603,1990,96,13.8,90,"Action",3.9,0,4.49980967033027,0
53755,1992,135,15.2,6927,"Drama",5.1,0,8.84318209802261,0
46419,2000,69,11.4,83,"Drama",3,0,4.4188406077966,0
57859,1968,99,9.2,57,"Drama",3.9,0,4.04305126783455,0
32925,1999,94,12,174,"Romance",4.4,0,5.15905529921453,0
20624,1976,83,6.3,18,"Action",4.8,0,2.89037175789616,0
24805,2000,97,14.4,1120,"Comedy",7.7,1,7.02108396428914,1
39593,1970,94,11,88,"Comedy",7.4,1,4.47733681447821,1
14449,1973,132,16.4,11,"Comedy",7.6,1,2.39789527279837,1
17762,1964,10,13.4,8,"Documentary",8.1,1,2.07944154167984,1
14508,1991,102,12.9,3648,"Comedy",7.6,1,8.20193435119422,1
27959,1985,85,9.5,26,"Comedy",3.1,0,3.25809653802148,0
2817,2001,108,13.2,7326,"Drama",4,0,8.89918494333876,0
1173,1975,92,13,112,"Comedy",4.2,0,4.71849887129509,0
22731,1999,85,13.5,30,"Comedy",4.3,0,3.40119738166216,0
39560,1975,110,14,8,"Drama",2.4,0,2.07944154167984,0
40892,1961,89,12.9,48,"Action",2.4,0,3.87120101090789,0
23363,1985,114,15.1,281,"Comedy",8.8,1,5.63835466933375,1
30125,2004,111,8.3,1894,"Comedy",2.4,0,7.54644627374602,0
7071,1989,90,12,13,"Action",4.6,0,2.56494935746154,0
47636,1979,92,14.4,43,"Drama",3.6,0,3.76120011569356,0
52777,1926,88,10,75,"Drama",4,0,4.31748811353631,0
4790,2005,104,13.8,518,"Comedy",7.5,1,6.24997524225948,1
24128,1957,79,7.6,24,"Comedy",2.9,0,3.17805383034795,0
24267,1992,45,9.2,10,"Action",7.6,1,2.30258509299405,1
42775,2000,17,13.6,8,"Action",7.7,1,2.07944154167984,1
38080,1959,143,10.3,58,"Drama",3.3,0,4.06044301054642,0
50178,1987,96,10.7,6,"Drama",4.1,0,1.79175946922805,0
8315,1943,55,5.8,16,"Action",2.1,0,2.77258872223978,0
13335,1955,7,11,61,"Animation",7.5,1,4.11087386417331,1
33471,1995,91,11,69,"Drama",4.5,0,4.23410650459726,0
45771,1968,100,10.5,11,"Drama",2.9,0,2.39789527279837,0
40692,1951,85,11.4,29,"Drama",3.3,0,3.36729582998647,0
9808,2000,45,9,7,"Action",4,0,1.94591014905531,0
42041,2001,165,11.6,250,"Drama",4.2,0,5.52146091786225,0
44301,1956,9,13.2,16,"Animation",7.5,1,2.77258872223978,1
20433,1953,115,15.1,1181,"Drama",3.3,0,7.07411681619736,0
29939,1987,90,5.4,5,"Action",3.7,0,1.6094379124341,0
6861,1939,8,11.6,19,"Animation",7.6,1,2.94443897916644,1
54130,2005,109,12.7,35,"Comedy",7.4,1,3.55534806148941,1
16819,2000,94,8.6,7380,"Drama",4.4,0,8.90652891759452,0
30037,1939,76,11.8,40,"Drama",2.9,0,3.68887945411394,0
51085,1975,74,14.9,25,"Action",4.2,0,3.2188758248682,0
14032,1994,128,18.4,7062,"Drama",3.8,0,8.86248357648833,0
19575,2002,166,11.7,34808,"Drama",4,0,10.4576025244005,0
19690,2002,83,9.7,1033,"Action",3.7,0,6.94022246911964,0
38309,2002,95,13.9,467,"Action",4.3,0,6.1463292576689,0
54246,1986,98,12.5,523,"Drama",2.8,0,6.25958146406492,0
44615,2000,97,14.3,108,"Drama",3.5,0,4.68213122712422,0
16252,1971,79,10.5,28,"Comedy",7.7,1,3.3322045101752,1
46244,2002,90,12,292,"Action",4.2,0,5.67675380226828,0
11118,1999,93,10.1,404,"Comedy",3.9,0,6.00141487796115,0
57882,1985,92,10.2,20,"Action",5.8,0,2.99573227355399,0
42403,1932,121,7.7,79,"Drama",3.3,0,4.36944785246702,0
56655,1998,94,9.4,110,"Drama",3.2,0,4.70048036579242,0
53757,2003,34,14.6,39,"Short",8.7,1,3.66356164612965,1
45858,1980,109,11.4,34,"Comedy",3.5,0,3.52636052461616,0
31938,1967,97,14.5,6,"Drama",3.5,0,1.79175946922805,0
49255,1970,90,13,17,"Drama",3.2,0,2.83321334405622,0
34825,1997,97,14.4,665,"Drama",3.3,0,6.49978704065585,0
53432,1999,90,13.2,14,"Drama",4.3,0,2.63905732961526,0
43557,1994,118,6.6,3056,"Comedy",3.4,0,8.02486215028641,0
19418,2001,15,12.8,8,"Drama",8.1,1,2.07944154167984,1
58651,1969,93,11,7,"Comedy",7.2,1,1.94591014905531,1
52578,2000,110,13.6,13,"Drama",3.7,0,2.56494935746154,0
44647,1972,90,8.9,32,"Drama",3.1,0,3.46573590279973,0
85,1968,105,14.9,21,"Drama",3.9,0,3.04452243772342,0
45219,1973,114,16.3,368,"Action",7.4,1,5.90808293816893,1
38474,2002,90,11.2,38,"Drama",3.4,0,3.63758615972639,0
50257,1996,88,8.8,119,"Action",4.8,0,4.77912349311153,0
5814,2003,19,17.5,10,"Short",8.1,1,2.30258509299405,1
20902,2004,4,11.4,53,"Animation",8.7,1,3.97029191355212,1
54842,1955,90,16.1,25,"Comedy",3.4,0,3.2188758248682,0
28065,1998,60,9.1,322,"Animation",4.9,0,5.77455154554441,0
37229,2002,9,9.3,19,"Short",7.9,1,2.94443897916644,1
17967,1997,94,8.1,147,"Drama",4.4,0,4.99043258677874,0
43357,1949,70,14.7,21,"Action",5.3,0,3.04452243772342,0
3079,2000,18,12.9,31,"Action",8.5,1,3.43398720448515,1
14509,1937,62,12.3,12,"Comedy",7.8,1,2.484906649788,1
37201,1958,90,13.2,20,"Comedy",8.2,1,2.99573227355399,1
7187,1982,22,8.7,6,"Short",7.8,1,1.79175946922805,1
1070,1948,110,18,362,"Romance",4.1,0,5.89164421182577,0
41897,1978,240,14.1,64,"Action",3.6,0,4.15888308335967,0
14228,1978,88,10,35,"Action",3.9,0,3.55534806148941,0
